latitude,longitude,"('town', 'country')"
21.34000015258789,110.47000122070312,"(None, 'China')"
21.420000076293945,110.7699966430664,"(None, 'China')"
21.43000030517578,109.12999725341797,"(None, 'China')"
21.43000030517578,110.77999877929688,"(None, 'China')"
21.43000030517578,110.79000091552734,"(None, 'China')"
21.43000030517578,110.80999755859375,"(None, 'China')"
21.440000534057617,110.80000305175781,"(None, 'China')"
21.440000534057617,110.80999755859375,"(None, 'China')"
21.450000762939453,110.80999755859375,"(None, 'China')"
21.469999313354492,109.08999633789062,"(None, 'China')"
21.469999313354492,109.11000061035156,"(None, 'China')"
21.469999313354492,109.12000274658203,"(None, 'China')"
21.469999313354492,109.12999725341797,"(None, 'China')"
21.479999542236328,109.0999984741211,"(None, 'China')"
21.510000228881836,110.7300033569336,"(None, 'China')"
21.530000686645508,108.1500015258789,"(None, 'China')"
21.530000686645508,110.08000183105469,"(None, 'China')"
21.59000015258789,111.58999633789062,"(None, 'China')"
21.6299991607666,108.51000213623047,"(None, 'China')"
21.6299991607666,110.91000366210938,"(None, 'China')"
21.6299991607666,110.91999816894531,"(None, 'China')"
21.639999389648438,110.91000366210938,"(None, 'China')"
21.639999389648438,110.91999816894531,"(None, 'China')"
21.649999618530273,110.1500015258789,"(None, 'China')"
21.649999618530273,110.63999938964844,"(None, 'China')"
21.65999984741211,110.93000030517578,"(None, 'China')"
21.670000076293945,110.91999816894531,"(None, 'China')"
21.68000030517578,110.83999633789062,"(None, 'China')"
21.68000030517578,110.9000015258789,"(None, 'China')"
21.690000534057617,108.3499984741211,"(None, 'China')"
21.690000534057617,108.36000061035156,"(None, 'China')"
21.690000534057617,110.83000183105469,"(None, 'China')"
21.709999084472656,100.73999786376953,"(None, 'China')"
21.709999084472656,109.2699966430664,"(None, 'China')"
21.719999313354492,100.73999786376953,"(None, 'China')"
21.719999313354492,111.72000122070312,"(None, 'China')"
21.75,108.58999633789062,"(None, 'China')"
21.84000015258789,111.87000274658203,"(None, 'China')"
21.8700008392334,111.98999786376953,"(None, 'China')"
21.8799991607666,111.93000030517578,"(None, 'China')"
21.8799991607666,111.94999694824219,"(None, 'China')"
21.8799991607666,111.95999908447266,"(None, 'China')"
21.899999618530273,110.06999969482422,"(None, 'China')"
21.899999618530273,110.86000061035156,"(None, 'China')"
21.920000076293945,111.94000244140625,"(None, 'China')"
21.93000030517578,107.55999755859375,"(None, 'China')"
21.93000030517578,110.8499984741211,"(None, 'China')"
21.93000030517578,111.94000244140625,"(None, 'China')"
21.940000534057617,108.63999938964844,"(None, 'China')"
21.959999084472656,108.62000274658203,"(None, 'China')"
21.959999084472656,110.52999877929688,"(None, 'China')"
21.969999313354492,108.61000061035156,"(None, 'China')"
21.969999313354492,108.62000274658203,"(None, 'China')"
22.030000686645508,111.7300033569336,"(None, 'China')"
22.049999237060547,112.31999969482422,"(None, 'China')"
22.049999237060547,112.33000183105469,"(None, 'China')"
22.059999465942383,106.7300033569336,"(None, 'China')"
22.06999969482422,106.7300033569336,"(None, 'China')"
22.09000015258789,110.18000030517578,"(None, 'China')"
22.100000381469727,112.31999969482422,"(None, 'China')"
22.110000610351562,113.19000244140625,"(None, 'China')"
22.1200008392334,106.75,"(None, 'China')"
22.149999618530273,113.18000030517578,"(None, 'China')"
22.170000076293945,114.41999816894531,"('Undefined', 'Undefined')"
22.200000762939453,111.7699966430664,"(None, 'China')"
22.200000762939453,113.12999725341797,"(None, 'China')"
22.200000762939453,113.44000244140625,"(None, 'China')"
22.200000762939453,114.16999816894531,"('Undefined', 'Undefined')"
22.209999084472656,113.55000305175781,"(None, 'Macau')"
22.219999313354492,113.55000305175781,"(None, 'China')"
22.239999771118164,113.51000213623047,"(None, 'China')"
22.239999771118164,113.52999877929688,"(None, 'China')"
22.239999771118164,113.54000091552734,"(None, 'China')"
22.239999771118164,113.55000305175781,"(None, 'China')"
22.25,113.1500015258789,"(None, 'China')"
22.25,113.5,"(None, 'China')"
22.260000228881836,113.5,"(None, 'China')"
22.260000228881836,113.51000213623047,"(None, 'China')"
22.260000228881836,113.55000305175781,"(None, 'China')"
22.270000457763672,109.54000091552734,"(None, 'China')"
22.280000686645508,109.52999877929688,"(None, 'China')"
22.280000686645508,113.51000213623047,"(None, 'China')"
22.309999465942383,114.02999877929688,"(None, 'Hong Kong')"
22.31999969482422,110.26000213623047,"(None, 'China')"
22.360000610351562,106.83999633789062,"(None, 'China')"
22.360000610351562,112.68000030517578,"(None, 'China')"
22.360000610351562,113.36000061035156,"(None, 'China')"
22.360000610351562,113.58999633789062,"(None, 'China')"
22.3700008392334,112.68000030517578,"(None, 'China')"
22.3700008392334,113.45999908447266,"(None, 'China')"
22.3799991607666,108.7300033569336,"(None, 'China')"
22.3799991607666,112.66999816894531,"(None, 'China')"
22.3799991607666,113.6500015258789,"('Undefined', 'Undefined')"
22.399999618530273,113.33000183105469,"(None, 'China')"
22.420000076293945,111.20999908447266,"(None, 'China')"
22.420000076293945,113.31999969482422,"(None, 'China')"
22.43000030517578,109.29000091552734,"(None, 'China')"
22.450000762939453,113.79000091552734,"('Undefined', 'Undefined')"
22.469999313354492,113.79000091552734,"('Undefined', 'Undefined')"
22.489999771118164,113.91999816894531,"(None, 'China')"
22.489999771118164,113.93000030517578,"(None, 'China')"
22.489999771118164,113.94000244140625,"(None, 'China')"
22.5,113.41000366210938,"(None, 'China')"
22.5,113.91999816894531,"(None, 'China')"
22.510000228881836,113.04000091552734,"(None, 'China')"
22.510000228881836,113.37999725341797,"(None, 'China')"
22.510000228881836,113.88999938964844,"(None, 'China')"
22.510000228881836,113.91999816894531,"(None, 'China')"
22.510000228881836,114.05000305175781,"(None, 'China')"
22.520000457763672,113.33000183105469,"(None, 'China')"
22.520000457763672,113.33999633789062,"(None, 'China')"
22.520000457763672,113.4000015258789,"(None, 'China')"
22.520000457763672,114.02999877929688,"(None, 'China')"
22.520000457763672,114.04000091552734,"(None, 'China')"
22.530000686645508,113.31999969482422,"(None, 'China')"
22.530000686645508,113.33000183105469,"(None, 'China')"
22.530000686645508,113.38999938964844,"(None, 'China')"
22.530000686645508,113.91000366210938,"(None, 'China')"
22.530000686645508,113.93000030517578,"(None, 'China')"
22.530000686645508,113.94000244140625,"(None, 'China')"
22.530000686645508,114.0199966430664,"(None, 'China')"
22.530000686645508,114.04000091552734,"(None, 'China')"
22.530000686645508,114.05999755859375,"(None, 'China')"
22.540000915527344,110.44999694824219,"(None, 'China')"
22.540000915527344,113.38999938964844,"(None, 'China')"
22.540000915527344,113.4000015258789,"(None, 'China')"
22.540000915527344,113.91000366210938,"(None, 'China')"
22.540000915527344,113.93000030517578,"(None, 'China')"
22.540000915527344,113.94000244140625,"(None, 'China')"
22.540000915527344,113.94999694824219,"(None, 'China')"
22.540000915527344,114.0,"(None, 'China')"
22.540000915527344,114.0199966430664,"(None, 'China')"
22.540000915527344,114.05000305175781,"(None, 'China')"
22.540000915527344,114.05999755859375,"(None, 'China')"
22.540000915527344,114.08000183105469,"(None, 'China')"
22.540000915527344,114.08999633789062,"(None, 'China')"
22.540000915527344,114.0999984741211,"(None, 'China')"
22.540000915527344,114.11000061035156,"(None, 'China')"
22.549999237060547,113.88999938964844,"(None, 'China')"
22.549999237060547,113.94000244140625,"(None, 'China')"
22.549999237060547,113.94999694824219,"(None, 'China')"
22.549999237060547,113.9800033569336,"(None, 'China')"
22.549999237060547,114.01000213623047,"(None, 'China')"
22.549999237060547,114.02999877929688,"(None, 'China')"
22.549999237060547,114.08000183105469,"(None, 'China')"
22.549999237060547,114.0999984741211,"(None, 'China')"
22.549999237060547,114.13999938964844,"(None, 'China')"
22.559999465942383,113.37999725341797,"(None, 'China')"
22.559999465942383,113.45999908447266,"(None, 'China')"
22.559999465942383,113.88999938964844,"(None, 'China')"
22.559999465942383,113.94000244140625,"(None, 'China')"
22.559999465942383,113.95999908447266,"(None, 'China')"
22.559999465942383,113.97000122070312,"(None, 'China')"
22.559999465942383,113.9800033569336,"(None, 'China')"
22.559999465942383,114.0199966430664,"(None, 'China')"
22.559999465942383,114.02999877929688,"(None, 'China')"
22.559999465942383,114.04000091552734,"(None, 'China')"
22.559999465942383,114.05999755859375,"(None, 'China')"
22.559999465942383,114.08000183105469,"(None, 'China')"
22.559999465942383,114.0999984741211,"(None, 'China')"
22.559999465942383,114.11000061035156,"(None, 'China')"
22.559999465942383,114.12999725341797,"(None, 'China')"
22.559999465942383,114.2300033569336,"(None, 'China')"
22.56999969482422,113.3499984741211,"(None, 'China')"
22.56999969482422,113.44000244140625,"(None, 'China')"
22.56999969482422,113.44999694824219,"(None, 'China')"
22.56999969482422,113.4800033569336,"(None, 'China')"
22.56999969482422,113.52999877929688,"(None, 'China')"
22.56999969482422,113.86000061035156,"(None, 'China')"
22.56999969482422,113.9000015258789,"(None, 'China')"
22.56999969482422,113.91000366210938,"(None, 'China')"
22.56999969482422,113.95999908447266,"(None, 'China')"
22.56999969482422,114.04000091552734,"(None, 'China')"
22.56999969482422,114.06999969482422,"(None, 'China')"
22.56999969482422,114.11000061035156,"(None, 'China')"
22.579999923706055,113.44999694824219,"(None, 'China')"
22.579999923706055,113.86000061035156,"(None, 'China')"
22.579999923706055,113.87999725341797,"(None, 'China')"
22.579999923706055,113.9000015258789,"(None, 'China')"
22.579999923706055,113.93000030517578,"(None, 'China')"
22.579999923706055,113.94999694824219,"(None, 'China')"
22.579999923706055,113.95999908447266,"(None, 'China')"
22.579999923706055,114.05000305175781,"(None, 'China')"
22.579999923706055,114.12000274658203,"(None, 'China')"
22.579999923706055,114.12999725341797,"(None, 'China')"
22.579999923706055,114.4800033569336,"(None, 'China')"
22.59000015258789,112.87999725341797,"(None, 'China')"
22.59000015258789,113.02999877929688,"(None, 'China')"
22.59000015258789,113.13999938964844,"(None, 'China')"
22.59000015258789,113.20999908447266,"(None, 'China')"
22.59000015258789,113.23999786376953,"(None, 'China')"
22.59000015258789,113.87000274658203,"(None, 'China')"
22.59000015258789,113.94000244140625,"(None, 'China')"
22.59000015258789,113.94999694824219,"(None, 'China')"
22.59000015258789,113.95999908447266,"(None, 'China')"
22.59000015258789,114.12999725341797,"(None, 'China')"
22.59000015258789,114.75,"(None, 'China')"
22.600000381469727,108.18000030517578,"(None, 'China')"
22.600000381469727,110.0999984741211,"(None, 'China')"
22.600000381469727,113.83000183105469,"(None, 'China')"
22.600000381469727,113.83999633789062,"(None, 'China')"
22.600000381469727,113.8499984741211,"(None, 'China')"
22.600000381469727,114.04000091552734,"(None, 'China')"
22.600000381469727,114.05000305175781,"(None, 'China')"
22.600000381469727,114.11000061035156,"(None, 'China')"
22.600000381469727,114.25,"(None, 'China')"
22.600000381469727,114.51000213623047,"(None, 'China')"
22.600000381469727,114.54000091552734,"(None, 'China')"
22.610000610351562,108.18000030517578,"(None, 'China')"
22.610000610351562,110.12999725341797,"(None, 'China')"
22.610000610351562,112.41999816894531,"(None, 'China')"
22.610000610351562,114.02999877929688,"(None, 'China')"
22.610000610351562,114.04000091552734,"(None, 'China')"
22.610000610351562,114.05000305175781,"(None, 'China')"
22.610000610351562,114.12999725341797,"(None, 'China')"
22.610000610351562,114.16000366210938,"(None, 'China')"
22.610000610351562,114.41999816894531,"(None, 'China')"
22.6200008392334,114.0199966430664,"(None, 'China')"
22.6200008392334,114.02999877929688,"(None, 'China')"
22.6200008392334,114.04000091552734,"(None, 'China')"
22.6200008392334,114.12999725341797,"(None, 'China')"
22.6200008392334,114.13999938964844,"(None, 'China')"
22.6200008392334,114.22000122070312,"(None, 'China')"
22.6299991607666,113.66999816894531,"(None, 'China')"
22.6299991607666,113.83999633789062,"(None, 'China')"
22.6299991607666,113.93000030517578,"(None, 'China')"
22.6299991607666,114.01000213623047,"(None, 'China')"
22.6299991607666,114.0199966430664,"(None, 'China')"
22.6299991607666,114.02999877929688,"(None, 'China')"
22.6299991607666,114.05999755859375,"(None, 'China')"
22.6299991607666,114.06999969482422,"(None, 'China')"
22.6299991607666,114.0999984741211,"(None, 'China')"
22.6299991607666,114.16000366210938,"(None, 'China')"
22.639999389648438,113.81999969482422,"(None, 'China')"
22.639999389648438,113.83000183105469,"(None, 'China')"
22.639999389648438,114.01000213623047,"(None, 'China')"
22.639999389648438,114.0199966430664,"(None, 'China')"
22.639999389648438,114.04000091552734,"(None, 'China')"
22.639999389648438,114.05999755859375,"(None, 'China')"
22.639999389648438,114.12999725341797,"(None, 'China')"
22.639999389648438,114.18000030517578,"(None, 'China')"
22.649999618530273,113.23999786376953,"(None, 'China')"
22.649999618530273,113.25,"(None, 'China')"
22.649999618530273,114.0,"(None, 'China')"
22.649999618530273,114.04000091552734,"(None, 'China')"
22.649999618530273,114.05999755859375,"(None, 'China')"
22.649999618530273,114.06999969482422,"(None, 'China')"
22.649999618530273,114.12000274658203,"(None, 'China')"
22.649999618530273,114.1500015258789,"(None, 'China')"
22.649999618530273,114.20999908447266,"(None, 'China')"
22.65999984741211,110.33000183105469,"(None, 'China')"
22.65999984741211,113.87999725341797,"(None, 'China')"
22.65999984741211,114.01000213623047,"(None, 'China')"
22.65999984741211,114.0199966430664,"(None, 'China')"
22.65999984741211,114.04000091552734,"(None, 'China')"
22.65999984741211,114.05999755859375,"(None, 'China')"
22.65999984741211,114.20999908447266,"(None, 'China')"
22.65999984741211,114.2300033569336,"(None, 'China')"
22.65999984741211,114.23999786376953,"(None, 'China')"
22.670000076293945,110.33000183105469,"(None, 'China')"
22.670000076293945,113.23999786376953,"(None, 'China')"
22.670000076293945,113.80000305175781,"(None, 'China')"
22.670000076293945,113.97000122070312,"(None, 'China')"
22.670000076293945,113.98999786376953,"(None, 'China')"
22.670000076293945,114.0,"(None, 'China')"
22.670000076293945,114.01000213623047,"(None, 'China')"
22.670000076293945,114.0199966430664,"(None, 'China')"
22.670000076293945,114.02999877929688,"(None, 'China')"
22.670000076293945,114.04000091552734,"(None, 'China')"
22.670000076293945,114.05999755859375,"(None, 'China')"
22.670000076293945,114.12999725341797,"(None, 'China')"
22.68000030517578,109.26000213623047,"(None, 'China')"
22.68000030517578,110.19000244140625,"(None, 'China')"
22.68000030517578,113.22000122070312,"(None, 'China')"
22.68000030517578,113.79000091552734,"(None, 'China')"
22.68000030517578,113.93000030517578,"(None, 'China')"
22.68000030517578,113.94000244140625,"(None, 'China')"
22.68000030517578,113.97000122070312,"(None, 'China')"
22.68000030517578,113.9800033569336,"(None, 'China')"
22.68000030517578,113.98999786376953,"(None, 'China')"
22.68000030517578,114.0,"(None, 'China')"
22.68000030517578,114.01000213623047,"(None, 'China')"
22.68000030517578,114.0199966430664,"(None, 'China')"
22.68000030517578,114.16000366210938,"(None, 'China')"
22.68000030517578,114.20999908447266,"(None, 'China')"
22.690000534057617,109.26000213623047,"(None, 'China')"
22.690000534057617,109.2699966430664,"(None, 'China')"
22.690000534057617,113.41000366210938,"(None, 'China')"
22.690000534057617,113.79000091552734,"(None, 'China')"
22.690000534057617,113.80000305175781,"(None, 'China')"
22.690000534057617,113.80999755859375,"(None, 'China')"
22.690000534057617,113.93000030517578,"(None, 'China')"
22.690000534057617,113.98999786376953,"(None, 'China')"
22.690000534057617,114.02999877929688,"(None, 'China')"
22.690000534057617,114.04000091552734,"(None, 'China')"
22.690000534057617,114.06999969482422,"(None, 'China')"
22.690000534057617,114.08000183105469,"(None, 'China')"
22.690000534057617,114.12000274658203,"(None, 'China')"
22.690000534057617,114.12999725341797,"(None, 'China')"
22.690000534057617,114.2300033569336,"(None, 'China')"
22.690000534057617,114.23999786376953,"(None, 'China')"
22.690000534057617,114.27999877929688,"(None, 'China')"
22.690000534057617,114.33000183105469,"(None, 'China')"
22.690000534057617,114.36000061035156,"(None, 'China')"
22.700000762939453,110.33999633789062,"(None, 'China')"
22.700000762939453,112.22000122070312,"(None, 'China')"
22.700000762939453,113.16999816894531,"(None, 'China')"
22.700000762939453,113.27999877929688,"(None, 'China')"
22.700000762939453,113.77999877929688,"(None, 'China')"
22.700000762939453,113.95999908447266,"(None, 'China')"
22.700000762939453,114.12000274658203,"(None, 'China')"
22.700000762939453,114.12999725341797,"(None, 'China')"
22.700000762939453,114.2300033569336,"(None, 'China')"
22.700000762939453,114.33000183105469,"(None, 'China')"
22.700000762939453,114.33999633789062,"(None, 'China')"
22.709999084472656,109.94000244140625,"(None, 'China')"
22.709999084472656,110.33999633789062,"(None, 'China')"
22.709999084472656,113.54000091552734,"(None, 'China')"
22.709999084472656,113.55000305175781,"(None, 'China')"
22.709999084472656,113.81999969482422,"(None, 'China')"
22.709999084472656,113.9000015258789,"(None, 'China')"
22.709999084472656,114.08000183105469,"(None, 'China')"
22.709999084472656,114.19999694824219,"(None, 'China')"
22.709999084472656,114.25,"(None, 'China')"
22.709999084472656,115.52999877929688,"(None, 'China')"
22.719999313354492,109.27999877929688,"(None, 'China')"
22.719999313354492,109.81999969482422,"(None, 'China')"
22.719999313354492,113.19999694824219,"(None, 'China')"
22.719999313354492,113.27999877929688,"(None, 'China')"
22.719999313354492,113.29000091552734,"(None, 'China')"
22.719999313354492,113.52999877929688,"(None, 'China')"
22.719999313354492,113.77999877929688,"(None, 'China')"
22.719999313354492,113.86000061035156,"(None, 'China')"
22.719999313354492,114.04000091552734,"(None, 'China')"
22.719999313354492,114.16000366210938,"(None, 'China')"
22.719999313354492,114.23999786376953,"(None, 'China')"
22.719999313354492,114.30000305175781,"(None, 'China')"
22.719999313354492,114.41000366210938,"(None, 'China')"
22.729999542236328,113.27999877929688,"(None, 'China')"
22.729999542236328,113.30000305175781,"(None, 'China')"
22.729999542236328,113.79000091552734,"(None, 'China')"
22.729999542236328,113.80000305175781,"(None, 'China')"
22.729999542236328,113.81999969482422,"(None, 'China')"
22.729999542236328,113.88999938964844,"(None, 'China')"
22.729999542236328,113.9000015258789,"(None, 'China')"
22.729999542236328,113.91000366210938,"(None, 'China')"
22.729999542236328,114.0,"(None, 'China')"
22.729999542236328,114.01000213623047,"(None, 'China')"
22.729999542236328,114.0199966430664,"(None, 'China')"
22.729999542236328,114.05999755859375,"(None, 'China')"
22.729999542236328,114.20999908447266,"(None, 'China')"
22.729999542236328,114.22000122070312,"(None, 'China')"
22.729999542236328,114.25,"(None, 'China')"
22.729999542236328,114.2699966430664,"(None, 'China')"
22.729999542236328,114.30999755859375,"(None, 'China')"
22.729999542236328,114.45999908447266,"(None, 'China')"
22.739999771118164,111.55999755859375,"(None, 'China')"
22.739999771118164,113.26000213623047,"(None, 'China')"
22.739999771118164,113.2699966430664,"(None, 'China')"
22.739999771118164,113.77999877929688,"(None, 'China')"
22.739999771118164,113.80000305175781,"(None, 'China')"
22.739999771118164,113.80999755859375,"(None, 'China')"
22.739999771118164,113.83000183105469,"(None, 'China')"
22.739999771118164,114.0,"(None, 'China')"
22.739999771118164,114.01000213623047,"(None, 'China')"
22.739999771118164,114.2300033569336,"(None, 'China')"
22.739999771118164,114.25,"(None, 'China')"
22.739999771118164,114.26000213623047,"(None, 'China')"
22.739999771118164,114.27999877929688,"(None, 'China')"
22.739999771118164,114.30999755859375,"(None, 'China')"
22.739999771118164,114.45999908447266,"(None, 'China')"
22.739999771118164,114.47000122070312,"(None, 'China')"
22.75,111.55999755859375,"(None, 'China')"
22.75,113.19999694824219,"(None, 'China')"
22.75,113.66999816894531,"(None, 'China')"
22.75,113.9000015258789,"(None, 'China')"
22.75,114.12000274658203,"(None, 'China')"
22.75,114.13999938964844,"(None, 'China')"
22.75,114.16999816894531,"(None, 'China')"
22.75,114.36000061035156,"(None, 'China')"
22.75,114.37000274658203,"(None, 'China')"
22.75,114.38999938964844,"(None, 'China')"
22.75,114.47000122070312,"(None, 'China')"
22.75,114.95999908447266,"(None, 'China')"
22.760000228881836,108.30999755859375,"(None, 'China')"
22.760000228881836,108.33000183105469,"(None, 'China')"
22.760000228881836,108.37999725341797,"(None, 'China')"
22.760000228881836,111.55999755859375,"(None, 'China')"
22.760000228881836,113.30000305175781,"(None, 'China')"
22.760000228881836,113.3499984741211,"(None, 'China')"
22.760000228881836,113.80000305175781,"(None, 'China')"
22.760000228881836,113.9000015258789,"(None, 'China')"
22.760000228881836,114.12000274658203,"(None, 'China')"
22.760000228881836,114.30000305175781,"(None, 'China')"
22.760000228881836,114.30999755859375,"(None, 'China')"
22.760000228881836,114.38999938964844,"(None, 'China')"
22.760000228881836,114.43000030517578,"(None, 'China')"
22.760000228881836,114.47000122070312,"(None, 'China')"
22.760000228881836,114.94999694824219,"(None, 'China')"
22.770000457763672,100.97000122070312,"(None, 'China')"
22.770000457763672,108.31999969482422,"(None, 'China')"
22.770000457763672,113.29000091552734,"(None, 'China')"
22.770000457763672,113.69999694824219,"(None, 'China')"
22.770000457763672,113.7699966430664,"(None, 'China')"
22.770000457763672,113.81999969482422,"(None, 'China')"
22.770000457763672,113.8499984741211,"(None, 'China')"
22.770000457763672,114.06999969482422,"(None, 'China')"
22.770000457763672,114.11000061035156,"(None, 'China')"
22.770000457763672,114.30999755859375,"(None, 'China')"
22.770000457763672,114.31999969482422,"(None, 'China')"
22.770000457763672,114.38999938964844,"(None, 'China')"
22.770000457763672,114.43000030517578,"(None, 'China')"
22.770000457763672,115.36000061035156,"(None, 'China')"
22.780000686645508,108.30000305175781,"(None, 'China')"
22.780000686645508,113.27999877929688,"(None, 'China')"
22.780000686645508,113.7300033569336,"(None, 'China')"
22.780000686645508,113.73999786376953,"(None, 'China')"
22.780000686645508,113.80000305175781,"(None, 'China')"
22.780000686645508,113.88999938964844,"(None, 'China')"
22.780000686645508,114.05999755859375,"(None, 'China')"
22.780000686645508,114.08000183105469,"(None, 'China')"
22.780000686645508,114.13999938964844,"(None, 'China')"
22.780000686645508,114.75,"(None, 'China')"
22.780000686645508,115.36000061035156,"(None, 'China')"
22.790000915527344,108.30000305175781,"(None, 'China')"
22.790000915527344,112.83999633789062,"(None, 'China')"
22.790000915527344,113.69000244140625,"(None, 'China')"
22.790000915527344,113.70999908447266,"(None, 'China')"
22.790000915527344,113.7300033569336,"(None, 'China')"
22.790000915527344,113.76000213623047,"(None, 'China')"
22.790000915527344,113.87999725341797,"(None, 'China')"
22.790000915527344,113.88999938964844,"(None, 'China')"
22.790000915527344,113.94000244140625,"(None, 'China')"
22.790000915527344,114.04000091552734,"(None, 'China')"
22.790000915527344,114.44000244140625,"(None, 'China')"
22.790000915527344,114.44999694824219,"(None, 'China')"
22.790000915527344,114.45999908447266,"(None, 'China')"
22.790000915527344,115.38999938964844,"(None, 'China')"
22.799999237060547,108.30000305175781,"(None, 'China')"
22.799999237060547,108.30999755859375,"(None, 'China')"
22.799999237060547,108.33000183105469,"(None, 'China')"
22.799999237060547,108.38999938964844,"(None, 'China')"
22.799999237060547,108.61000061035156,"(None, 'China')"
22.799999237060547,112.83999633789062,"(None, 'China')"
22.799999237060547,113.69000244140625,"(None, 'China')"
22.799999237060547,113.86000061035156,"(None, 'China')"
22.799999237060547,114.02999877929688,"(None, 'China')"
22.799999237060547,114.13999938964844,"(None, 'China')"
22.799999237060547,115.08000183105469,"(None, 'China')"
22.799999237060547,115.4000015258789,"(None, 'China')"
22.809999465942383,100.97000122070312,"(None, 'China')"
22.809999465942383,108.26000213623047,"(None, 'China')"
22.809999465942383,108.29000091552734,"(None, 'China')"
22.809999465942383,108.33000183105469,"(None, 'China')"
22.809999465942383,108.3499984741211,"(None, 'China')"
22.809999465942383,108.38999938964844,"(None, 'China')"
22.809999465942383,108.44000244140625,"(None, 'China')"
22.809999465942383,113.48999786376953,"(None, 'China')"
22.809999465942383,113.68000030517578,"(None, 'China')"
22.809999465942383,113.80999755859375,"(None, 'China')"
